#1D 255 -512.000000 260608.000000	[nbin xmin xmax]
#"X"	"Function_0"
219136.000000	269.538047
220160.000000	269.516953
221184.000000	269.580859
222208.000000	269.623906
223232.000000	269.686406
224256.000000	269.596328
225280.000000	269.632031
226304.000000	269.746641
227328.000000	269.727500
228352.000000	269.752500
229376.000000	269.878906
230400.000000	269.858750
231424.000000	269.841484
232448.000000	269.849297
233472.000000	269.806562
234496.000000	269.972109
235520.000000	269.880937
236544.000000	269.999063
237568.000000	270.030625
238592.000000	270.034609
239616.000000	270.030625
240640.000000	270.044531
241664.000000	270.068750
242688.000000	270.050312
243712.000000	270.037422
244736.000000	270.111641
245760.000000	270.154766
246784.000000	270.220313
247808.000000	270.243516
248832.000000	270.195859
249856.000000	270.331719
250880.000000	270.249219
251904.000000	270.283203
252928.000000	270.291875
253952.000000	270.341328
254976.000000	270.367969
256000.000000	270.416094
257024.000000	270.328828
258048.000000	270.334844
259072.000000	270.302656
260096.000000	270.120937
