#1D 255 -512.000000 260608.000000	[nbin xmin xmax]
#"X"	"Function_0"
230400.000000	269.096016
231424.000000	269.111562
232448.000000	269.092422
233472.000000	269.173281
234496.000000	269.197812
235520.000000	269.157187
236544.000000	269.272734
237568.000000	269.300781
238592.000000	269.209375
239616.000000	269.316797
240640.000000	269.292031
241664.000000	269.283828
242688.000000	269.323984
243712.000000	269.351797
244736.000000	269.373437
245760.000000	269.486562
246784.000000	269.463437
247808.000000	269.550547
248832.000000	269.421797
249856.000000	269.414766
250880.000000	269.492266
251904.000000	269.602109
252928.000000	269.561406
253952.000000	269.547422
254976.000000	269.563047
256000.000000	269.568281
257024.000000	269.546406
258048.000000	269.522266
259072.000000	269.622891
260096.000000	269.613906
