#1D 255 -512.000000 260608.000000	[nbin xmin xmax]
#"X"	"Function_0"
115712.000000	242.528750
116736.000000	243.456016
117760.000000	243.776406
118784.000000	244.621641
119808.000000	245.292031
120832.000000	245.857344
121856.000000	246.449219
122880.000000	247.042734
123904.000000	247.573438
124928.000000	248.288594
125952.000000	248.715703
126976.000000	249.493281
128000.000000	249.750937
129024.000000	250.305078
130048.000000	250.850547
131072.000000	251.183359
132096.000000	251.758359
133120.000000	252.154453
134144.000000	252.629687
135168.000000	253.087813
136192.000000	253.507734
137216.000000	254.047422
138240.000000	254.390781
139264.000000	254.624922
140288.000000	255.122266
141312.000000	255.375781
142336.000000	255.829688
143360.000000	256.156172
144384.000000	256.601328
145408.000000	256.914844
146432.000000	257.198984
147456.000000	257.499688
148480.000000	257.912266
149504.000000	258.096797
150528.000000	258.410703
151552.000000	258.628516
152576.000000	258.930156
153600.000000	259.284063
154624.000000	259.531563
155648.000000	259.808516
156672.000000	260.040156
157696.000000	260.238203
158720.000000	260.490703
159744.000000	260.663750
160768.000000	261.099922
161792.000000	261.168750
162816.000000	261.445312
163840.000000	261.753906
164864.000000	261.882734
165888.000000	262.090312
166912.000000	262.262109
167936.000000	262.472969
168960.000000	262.584609
169984.000000	262.869531
171008.000000	262.991641
172032.000000	263.184141
173056.000000	263.261875
174080.000000	263.582344
175104.000000	263.731250
176128.000000	263.790625
177152.000000	263.960312
178176.000000	264.159375
179200.000000	264.276641
180224.000000	264.533750
181248.000000	264.529844
182272.000000	264.667500
183296.000000	264.713125
184320.000000	264.879219
185344.000000	265.039062
186368.000000	265.072969
187392.000000	265.174375
188416.000000	265.357422
189440.000000	265.417266
190464.000000	265.488828
191488.000000	265.625469
192512.000000	265.774531
193536.000000	265.618828
194560.000000	265.892109
195584.000000	265.970547
196608.000000	266.068203
197632.000000	266.218281
198656.000000	266.276484
199680.000000	266.308594
200704.000000	266.387031
201728.000000	266.533281
202752.000000	266.592422
203776.000000	266.508906
204800.000000	266.718281
205824.000000	266.700234
206848.000000	266.744453
207872.000000	266.833984
208896.000000	266.890781
209920.000000	266.922188
210944.000000	267.082656
211968.000000	267.031797
212992.000000	267.035625
214016.000000	267.111016
215040.000000	267.155703
216064.000000	267.146563
217088.000000	267.326406
218112.000000	267.209922
219136.000000	267.335859
220160.000000	267.454375
221184.000000	267.315625
222208.000000	267.350703
223232.000000	267.403828
224256.000000	267.488281
225280.000000	267.461875
226304.000000	267.583594
227328.000000	267.589063
228352.000000	267.564688
229376.000000	267.820078
230400.000000	267.827578
231424.000000	267.783672
232448.000000	267.761797
233472.000000	267.921172
234496.000000	267.834375
235520.000000	267.857422
236544.000000	267.828203
237568.000000	267.997344
238592.000000	267.841562
239616.000000	268.002656
240640.000000	268.004141
241664.000000	267.966484
242688.000000	268.101016
243712.000000	267.921797
244736.000000	268.129609
245760.000000	268.060547
246784.000000	268.086328
247808.000000	268.138437
248832.000000	268.096250
249856.000000	268.114766
250880.000000	268.209766
251904.000000	268.284687
252928.000000	268.157500
253952.000000	268.171953
254976.000000	268.143203
256000.000000	268.172344
257024.000000	268.259375
258048.000000	268.258750
259072.000000	268.354844
260096.000000	268.413906
